COD_TRANSACAO,NUM_CONTA,DATA_TRANSACAO,NOME_TRANSACAO,VALOR_TRANSACAO
5720,183,2019-07-11 22:43:17.922,Compra Débito,-51.030000000000000
5721,607,2019-07-20 13:50:26.702,Compra Crédito,-8.040000000000000
5722,186,2015-01-06 04:00:23.065,Compra Débito,-19.850000000000000
5723,299,2019-11-09 18:10:41.184,Depósito em espécie,28.520000000000000
5724,189,2020-05-15 03:47:42.869,Saque,-100.545856830256180
5725,710,2016-12-31 16:41:29.743,Saque,-496.969591257384370
5726,295,2017-07-02 18:51:48.989,Compra Crédito,-10.720000000000000
5727,715,2022-08-30 12:20:03.762,Compra Débito,-48.140000000000000
5728,60,2018-07-11 17:47:42.561,Depósito em espécie,18.630000000000000
5729,186,2015-01-13 00:45:52.339,Compra Crédito,-6.860000000000000
5730,672,2018-10-13 17:57:57.468,Compra Débito,-50.220000000000000
5731,701,2019-07-27 19:22:07.951,Compra Crédito,-12.700000000000000
5732,897,2017-11-09 23:17:13.164,Depósito em espécie,65.060000000000000
5733,493,2020-11-08 07:43:05.798,Compra Débito,-41.840000000000000
5734,544,2019-12-29 13:27:31.326,Compra Débito,-9.630000000000000
5735,430,2013-06-15 21:36:40.182,Compra Débito,-25.770000000000000
5736,843,2019-04-04 10:57:01.334,Compra Débito,-23.020000000000000
5737,960,2019-05-07 13:58:20.870,Depósito em espécie,44.160000000000000
5738,42,2021-09-15 04:32:12.086,Pix - Realizado,-308.900000000000000
5739,835,2022-12-20 21:24:01.741,Pix - Recebido,425.200000000000050
5740,674,2015-04-16 04:04:15.146,Compra Crédito,-34.730000000000000
5741,337,2018-08-09 00:17:09.526,TED - Recebido,15670.000000000000000
5742,181,2011-12-27 15:51:50.323,Compra Crédito,-5.330000000000000
5743,995,2018-05-23 18:24:38.753,Compra Crédito,-47.080000000000000
5744,955,2022-10-12 17:51:44.690,Pix - Realizado,-170.700000000000000
5745,586,2016-02-13 20:27:38.927,Saque,-86.869473559450100
5746,831,2021-02-04 10:12:40.405,Saque,-99.964365524929720
5747,5,2015-09-28 13:46:15.190,Compra Débito,-9.600000000000000
5748,739,2020-01-30 04:55:49.001,TED - Recebido,13115.000000000000000
5749,298,2021-06-27 07:06:45.955,DOC - Recebido,9480.000000000000000
5750,580,2020-11-07 17:27:57.439,Compra Crédito,-44.430000000000000
5751,887,2018-01-14 13:13:51.984,Compra Débito,-15.670000000000000
5752,158,2022-09-12 21:48:23.763,Pix - Realizado,-96.899999999999990
5753,624,2017-12-13 17:16:06.073,Compra Crédito,-113.590000000000000
5754,577,2020-10-31 22:51:08.049,Depósito em espécie,20.820000000000000
5755,195,2015-06-30 15:45:44.760,Compra Crédito,-155.230000000000000
5756,641,2020-10-06 17:51:08.652,Compra Débito,-26.110000000000000
5757,239,2022-07-14 00:52:42.535,Compra Débito,-25.110000000000000
5758,991,2016-09-15 03:37:56.971,Depósito em espécie,46.330000000000000
5759,539,2015-07-10 07:55:23.743,Compra Débito,-11.930000000000000
5760,115,2021-06-02 09:03:28.451,Pix - Realizado,-245.500000000000000
5761,117,2014-10-25 11:59:05.575,Depósito em espécie,92.280000000000000
5762,338,2022-04-08 04:11:18.805,Compra Débito,-55.630000000000000
5763,184,2020-11-07 14:32:04.689,Compra Débito,-10.460000000000000
5764,181,2011-12-27 17:26:30.210,Depósito em espécie,35.110000000000000
5765,292,2015-02-27 20:33:05.958,Compra Débito,-22.050000000000000
5766,486,2021-12-10 10:59:07.718,Saque,-130.131352954228930
5767,373,2011-10-20 13:57:42.287,Compra Crédito,-38.660000000000000
5768,399,2021-04-27 19:11:09.861,Compra Débito,-30.170000000000000
5769,208,2018-11-30 21:27:18.051,Compra Débito,-40.300000000000000
5770,775,2019-10-01 23:37:27.909,Compra Débito,-7.730000000000000
5771,574,2016-04-05 02:11:40.224,Depósito em espécie,23.740000000000000
5772,569,2021-04-23 04:49:52.173,Compra Crédito,-18.880000000000000
5773,39,2015-11-05 19:45:40.160,Depósito em espécie,31.810000000000000
5774,278,2015-04-01 07:02:57.141,Compra Crédito,-13.860000000000000
5775,173,2014-07-25 19:55:40.564,Compra Débito,-38.630000000000000
5776,975,2013-12-30 21:02:49.828,Transferência entre CC - Crédito,266.000000000000000
5777,927,2018-04-12 20:05:55.554,Compra Crédito,-5.030000000000000
5778,616,2018-04-13 01:22:08.356,Compra Crédito,-20.710000000000000
5779,22,2014-11-22 15:52:18.122,Compra Crédito,-19.500000000000000
5780,815,2013-10-18 15:10:23.697,Compra Crédito,-283.200000000000000
5781,512,2017-04-12 23:17:40.966,Compra Crédito,-17.310000000000000
5782,746,2022-03-03 12:15:48.461,Compra Débito,-60.590000000000000
5783,870,2021-10-18 03:32:58.587,Pix - Realizado,-404.500000000000000
5784,424,2012-03-03 22:30:17.455,Depósito em espécie,28.810000000000000
5785,737,2021-01-18 18:08:42.301,Compra Débito,-29.430000000000000
5786,31,2016-12-06 05:44:02.585,Compra Débito,-26.580000000000000
5787,670,2018-10-22 17:00:38.929,Compra Débito,-51.530000000000000
5788,949,2016-04-22 11:12:14.609,Compra Débito,-120.710000000000000
5789,417,2017-12-09 11:13:23.107,Compra Débito,-19.490000000000000
5790,284,2011-05-21 07:41:51.716,Compra Crédito,-76.270000000000000
5791,766,2013-06-21 05:35:20.928,Compra Débito,-22.010000000000000
5792,860,2015-11-18 05:22:48.845,Compra Crédito,-159.720000000000000
5793,252,2022-12-26 15:39:44.887,Pix - Recebido,510.200000000000050
5794,923,2021-01-22 08:23:47.175,Compra Crédito,-44.650000000000000
5795,140,2022-05-22 13:58:37.325,Pix - Realizado,-221.700000000000020
5796,59,2019-07-29 18:27:47.979,Compra Débito,-30.380000000000000
5797,382,2020-05-26 01:17:06.131,Compra Débito,-86.900000000000000
5798,164,2021-01-18 04:24:09.562,Depósito em espécie,51.060000000000000
5799,690,2015-01-14 17:19:05.359,Compra Crédito,-45.030000000000000
5800,997,2022-11-15 17:03:40.697,Pix - Realizado,-225.399999999999980
5801,986,2019-08-15 16:27:37.639,Compra Débito,-9.350000000000000
5802,624,2017-12-13 17:37:01.003,Compra Crédito,-106.290000000000000
5803,429,2020-05-15 10:19:14.532,Compra Crédito,-10.060000000000000
5804,829,2022-03-09 17:46:00.073,Pix Saque,-131.258438087224760
5805,53,2022-11-13 13:01:41.688,Compra Crédito,-12.790000000000000
5806,613,2010-01-30 22:28:46.211,Compra Débito,-58.800000000000000
5807,864,2019-02-03 16:44:17.195,Compra Crédito,-79.380000000000000
5808,642,2020-01-06 16:27:07.033,Compra Crédito,-6.080000000000000
5809,886,2019-10-11 13:19:52.124,Compra Débito,-59.480000000000000
5810,775,2019-10-02 00:09:06.752,Compra Débito,-13.480000000000000
5811,579,2019-07-13 05:33:07.881,Depósito em espécie,229.480000000000000
5812,231,2017-08-14 03:32:18.909,Compra Crédito,-31.530000000000000
5813,377,2022-07-03 02:31:33.318,Pix - Recebido,295.100000000000000
5814,191,2020-08-08 12:14:21.696,Compra Crédito,-40.220000000000000
5815,420,2015-09-18 21:39:41.549,Compra Crédito,-53.620000000000000
5816,771,2019-06-27 00:38:26.312,Compra Débito,-39.240000000000000
5817,963,2016-02-23 15:13:08.975,Compra Crédito,-13.940000000000000
5818,609,2021-07-05 05:03:42.003,Pix - Realizado,-565.600000000000000
5819,707,2017-02-06 02:21:09.740,Compra Débito,-47.420000000000000
5820,403,2013-04-14 20:39:28.338,Compra Crédito,-40.670000000000000
5821,506,2022-04-14 10:57:57.849,Compra Crédito,-42.300000000000000
5822,807,2017-10-31 18:35:46.537,Depósito em espécie,66.010000000000000
5823,712,2022-11-19 02:25:10.717,Compra Crédito,-10.190000000000000
5824,824,2019-10-17 05:54:25.550,Estorno de Debito,38.890000000000000
5825,800,2021-12-30 21:41:35.346,Pix - Realizado,-305.799999999999950
5826,774,2019-09-02 00:13:11.578,Compra Débito,-4.150000000000000
5827,188,2018-06-10 08:38:41.907,Saque,-83.173948548387560
5828,949,2016-04-25 12:59:56.350,Compra Crédito,-87.710000000000000
5829,85,2021-06-27 19:35:11.534,Pix - Recebido,460.300000000000000
5830,381,2022-12-29 16:41:49.331,Compra Crédito,-44.210000000000000
5831,904,2021-07-18 20:08:15.792,Pix - Recebido,903.199999999999900
5832,503,2022-12-30 01:05:44.696,Compra Débito,-35.550000000000000
5833,56,2020-10-07 12:30:10.654,Compra Débito,-33.660000000000000
5834,47,2012-03-31 16:14:50.750,Depósito em espécie,277.160000000000000
5835,723,2016-11-14 22:46:32.792,Compra Crédito,-24.300000000000000
5836,163,2022-08-02 10:01:18.730,Compra Débito,-8.390000000000000
5837,951,2019-06-24 17:03:01.362,Depósito em espécie,81.050000000000000
5838,897,2017-11-09 23:59:33.161,Compra Débito,-48.560000000000000
5839,605,2015-06-12 09:51:01.371,Compra Crédito,-21.130000000000000
5840,99,2021-07-26 16:48:44.585,Pix - Realizado,-121.100000000000000
5841,934,2015-11-16 22:24:10.531,Compra Crédito,-14.430000000000000
5842,804,2022-09-05 16:12:55.495,Pix - Realizado,-867.699999999999900
5843,105,2016-05-30 22:26:19.872,Depósito em espécie,15.000000000000000
5844,29,2021-06-22 16:23:55.563,Depósito em espécie,46.180000000000000
5845,640,2020-11-24 05:45:50.342,Compra Crédito,-23.510000000000000
5846,979,2022-12-30 04:01:23.805,Pix - Realizado,-100.399999999999990
5847,633,2019-09-30 06:18:18.524,Transferência entre CC - Crédito,566.000000000000000
5848,645,2022-12-28 23:36:33.280,Compra Crédito,-20.540000000000000
5849,986,2019-08-16 11:15:23.569,Depósito em espécie,81.330000000000000
5850,292,2015-03-02 11:37:17.639,Pagamento de boleto,-3534.600000000000000
5851,625,2016-10-25 14:49:54.975,Compra Crédito,-109.080000000000000
5852,883,2022-10-24 21:18:41.707,Compra Crédito,-9.440000000000000
5853,564,2019-09-27 19:47:10.006,Compra Débito,-13.160000000000000
5854,974,2020-12-21 19:07:46.624,Compra Débito,-123.330000000000000
5855,546,2021-01-15 05:48:48.138,Compra Débito,-50.730000000000000
5856,595,2021-09-27 07:42:04.656,Compra Débito,-35.640000000000000
5857,164,2021-01-18 07:52:09.723,Pix - Recebido,944.400000000000000
5858,85,2021-12-22 23:38:45.045,Pix - Realizado,-261.400000000000000
5859,782,2016-03-22 03:20:14.175,Compra Crédito,-109.050000000000000
5860,137,2019-04-11 22:57:45.471,Compra Crédito,-16.710000000000000
5861,737,2021-01-18 18:08:42.925,Saque,-161.407449201343200
5862,195,2015-07-02 10:40:27.196,Compra Débito,-80.360000000000000
5863,450,2022-04-21 00:31:29.072,Compra Crédito,-17.190000000000000
5864,78,2022-09-03 10:34:58.918,Compra Crédito,-8.820000000000000
5865,83,2022-01-23 11:14:16.225,Compra Crédito,-230.660000000000000
5866,759,2022-10-02 15:38:59.647,Pix - Recebido,402.900000000000000
5867,782,2016-03-22 03:30:55.920,Compra Débito,-18.220000000000000
5868,417,2017-12-10 05:06:17.750,Depósito em espécie,18.250000000000000
5869,24,2015-11-06 20:11:29.621,Depósito em espécie,101.760000000000000
5870,754,2011-11-06 22:27:42.011,Compra Crédito,-7.590000000000000
5871,591,2016-03-10 23:32:38.373,Compra Crédito,-116.240000000000000
5872,999,2020-09-06 14:18:08.132,Compra Crédito,-14.420000000000000
5873,122,2018-10-05 17:53:17.361,Estorno de Debito,21.350000000000000
5874,815,2013-10-18 15:17:38.102,Compra Crédito,-21.170000000000000
5875,753,2019-03-10 11:30:34.580,Compra Crédito,-33.390000000000000
5876,889,2017-06-05 04:24:04.870,Saque,-959.063982350280500
5877,165,2020-08-30 15:13:16.146,Compra Débito,-19.370000000000000
5878,474,2019-12-05 08:51:41.871,Transferência entre CC - Crédito,522.500000000000000
5879,910,2018-12-12 21:18:02.557,Depósito em espécie,49.170000000000000
5880,79,2014-02-08 07:48:56.777,Compra Crédito,-14.230000000000000
5881,165,2020-08-31 10:40:37.268,Saque,-323.642839149899030
5882,463,2022-02-23 12:21:48.434,Compra Débito,-27.680000000000000
5883,787,2022-12-24 18:02:10.122,Pix - Realizado,-554.200000000000000
5884,726,2018-11-17 16:11:52.009,Depósito em espécie,30.520000000000000
5885,256,2022-01-08 21:50:09.084,Compra Débito,-60.600000000000000
5886,967,2021-05-10 03:55:32.579,Compra Crédito,-80.210000000000000
5887,80,2020-09-30 10:07:41.133,Depósito em espécie,17.450000000000000
5888,375,2020-02-09 23:01:10.789,Compra Débito,-59.880000000000000
5889,701,2019-07-29 17:49:18.979,Compra Débito,-8.190000000000000
5890,514,2021-10-21 00:14:03.789,Compra Crédito,-19.190000000000000
5891,790,2021-08-19 10:33:55.427,Compra Débito,-35.010000000000000
5892,610,2021-03-25 12:02:06.215,Pix - Recebido,470.500000000000000
5893,692,2020-01-18 22:27:16.422,Compra Crédito,-110.470000000000000
5894,267,2020-06-13 17:34:12.810,Compra Débito,-54.370000000000000
5895,802,2022-11-27 09:57:26.390,Compra Crédito,-27.660000000000000
5896,696,2017-11-24 11:21:36.288,Compra Crédito,-3.250000000000000
5897,243,2021-05-19 20:50:11.714,Compra Débito,-28.010000000000000
5898,78,2022-09-09 04:18:19.007,Pix - Recebido,988.700000000000000
5899,562,2021-12-25 07:19:09.517,Compra Crédito,-16.440000000000000
5900,949,2016-05-02 01:09:18.379,Compra Crédito,-16.910000000000000
5901,406,2022-12-14 01:11:41.164,Compra Débito,-89.770000000000000
5902,69,2020-01-01 13:27:37.612,Saque,-417.455480097665100
5903,998,2013-07-24 15:28:04.904,Depósito em espécie,47.670000000000000
5904,563,2021-02-19 03:01:47.766,Compra Crédito,-31.120000000000000
5905,93,2020-07-11 03:02:42.859,Compra Crédito,-14.790000000000000
5906,303,2014-09-25 11:07:50.886,Compra Crédito,-11.910000000000000
5907,134,2019-08-03 21:44:04.072,Compra Débito,-31.420000000000000
5908,210,2012-05-06 15:56:21.946,Compra Crédito,-21.420000000000000
5909,549,2018-09-04 10:53:54.963,Compra Débito,-41.020000000000000
5910,758,2016-03-08 13:39:07.460,Compra Crédito,-7.690000000000000
5911,934,2015-12-08 15:43:21.768,Depósito em espécie,113.780000000000000
5912,234,2020-06-26 17:55:38.243,Saque,-151.634798976559700
5913,493,2020-11-08 08:04:08.601,Compra Crédito,-4.480000000000000
5914,816,2013-05-06 20:40:54.226,Transferência entre CC - Crédito,441.200000000000000
5915,991,2017-08-23 21:02:52.927,Compra Crédito,-15.550000000000000
5916,438,2020-06-18 14:26:09.067,Compra Crédito,-49.540000000000000
5917,331,2019-07-15 17:50:22.879,Compra Crédito,-7.310000000000000
5918,621,2020-02-25 10:13:18.925,Compra Crédito,-25.280000000000000
5919,286,2022-06-28 13:12:53.797,Pix - Recebido,2095.200000000000300
5920,707,2017-02-06 03:09:03.866,Depósito em espécie,154.930000000000000
5921,967,2021-05-24 06:04:17.540,Compra Crédito,-23.880000000000000
5922,218,2015-08-11 22:38:38.719,Compra Débito,-17.350000000000000
5923,67,2022-10-31 12:16:05.387,Pix - Realizado,-185.600000000000000
5924,223,2020-07-17 13:17:54.300,Compra Crédito,-78.730000000000000
5925,854,2021-03-06 12:57:30.130,Compra Crédito,-17.930000000000000
5926,901,2011-07-25 15:18:37.409,Pagamento de boleto,-1494.600000000000100
5927,152,2022-12-17 23:38:04.334,Depósito em espécie,12.360000000000000
5928,170,2021-12-06 10:17:18.499,Compra Crédito,-8.470000000000000
5929,292,2015-03-07 13:06:37.288,Compra Crédito,-994.990000000000000
5930,301,2021-04-19 11:08:43.050,Compra Crédito,-31.380000000000000
5931,694,2019-10-27 05:04:30.399,Depósito em espécie,110.390000000000000
5932,135,2021-04-01 05:08:54.318,Compra Crédito,-23.440000000000000
5933,438,2020-06-18 14:26:17.274,Compra Débito,-223.900000000000000
5934,535,2019-03-04 20:44:59.874,Compra Crédito,-58.600000000000000
5935,239,2022-07-15 00:00:49.241,Compra Crédito,-4.260000000000000
5936,918,2014-09-23 16:34:34.622,Compra Débito,-32.290000000000000
5937,25,2022-09-05 05:55:44.662,Depósito em espécie,118.370000000000000
5938,66,2019-08-15 13:03:28.888,Compra Débito,-12.190000000000000
5939,398,2020-03-05 08:40:26.728,Compra Débito,-5.210000000000000
5940,396,2021-07-03 10:39:21.943,Compra Débito,-63.530000000000000
5941,656,2018-05-14 22:20:37.571,Transferência entre CC - Crédito,283.200000000000000
5942,271,2022-11-14 00:45:36.557,Pix - Recebido,5680.400000000000000
5943,319,2013-10-07 23:47:30.651,Compra Débito,-33.880000000000000
5944,453,2015-02-25 16:43:59.039,Compra Débito,-7.510000000000000
5945,989,2019-03-20 09:43:28.426,Compra Crédito,-42.470000000000000
5946,989,2019-03-26 02:41:16.855,Compra Crédito,-4.920000000000000
5947,39,2016-02-03 16:59:23.602,TED - Recebido,44505.000000000000000
5948,919,2017-09-25 23:43:53.487,Compra Crédito,-42.810000000000000
5949,471,2022-01-21 19:27:09.091,Compra Crédito,-63.790000000000000
5950,888,2021-05-08 17:10:40.728,Pix - Recebido,485.900000000000030
5951,652,2022-03-24 08:18:05.533,Compra Débito,-138.820000000000000
5952,229,2020-10-07 09:14:30.671,Compra Débito,-36.030000000000000
5953,710,2016-12-31 18:29:28.262,Compra Débito,-3.800000000000000
5954,706,2018-12-16 20:23:58.755,Compra Crédito,-81.730000000000000
5955,231,2017-08-14 04:07:33.502,Compra Débito,-23.750000000000000
5956,206,2022-07-21 05:06:39.998,Compra Débito,-23.680000000000000
5957,857,2014-07-27 13:42:52.578,Compra Débito,-15.670000000000000
5958,17,2020-10-31 22:57:17.985,Saque,-322.064926853168000
5959,740,2016-08-16 14:04:41.636,Compra Débito,-22.260000000000000
5960,106,2019-10-30 00:28:14.533,Compra Crédito,-28.420000000000000
5961,899,2021-06-05 06:11:46.158,Compra Débito,-34.510000000000000
5962,621,2020-02-26 04:55:18.541,Depósito em espécie,23.760000000000000
5963,49,2021-05-18 06:10:36.645,Compra Crédito,-40.280000000000000
5964,176,2018-06-15 22:19:47.812,Compra Crédito,-34.540000000000000
5965,553,2021-12-23 18:54:11.680,Compra Crédito,-25.070000000000000
5966,570,2019-03-30 23:42:47.345,Depósito em espécie,26.900000000000000
5967,152,2022-12-18 11:56:42.730,Compra Crédito,-18.780000000000000
5968,246,2017-03-30 00:24:33.067,Compra Crédito,-85.120000000000000
5969,818,2016-06-01 07:52:41.116,Compra Crédito,-7.810000000000000
5970,837,2020-07-16 09:53:47.642,Compra Débito,-81.240000000000000
5971,112,2022-12-05 13:17:34.391,Compra Débito,-42.790000000000000
5972,806,2014-12-27 05:01:29.308,Compra Crédito,-52.120000000000000
5973,55,2022-04-08 02:10:19.699,Compra Débito,-61.810000000000000
5974,264,2022-12-26 01:46:39.565,Pix - Realizado,-177.399999999999980
5975,80,2020-09-30 10:08:55.865,Compra Crédito,-119.840000000000000
5976,974,2020-12-21 21:13:09.053,Compra Débito,-30.300000000000000
5977,905,2012-02-28 08:50:44.311,Compra Débito,-16.390000000000000
5978,41,2020-08-08 04:36:55.484,Compra Débito,-9.800000000000000
5979,813,2015-01-20 10:57:42.995,Compra Débito,-22.170000000000000
5980,50,2020-03-29 22:47:37.520,Compra Débito,-37.150000000000000
5981,456,2014-01-28 10:04:45.279,Compra Crédito,-28.180000000000000
5982,598,2022-09-20 04:59:18.324,Compra Crédito,-18.120000000000000
5983,199,2019-03-28 15:45:32.457,Estorno de Debito,9.870000000000000
5984,449,2021-06-06 22:25:46.668,Pix - Realizado,-251.400000000000000
5985,182,2019-07-10 16:19:12.592,Compra Crédito,-10.940000000000000
5986,846,2022-05-20 06:50:39.735,Compra Débito,-58.330000000000000
5987,365,2017-09-16 23:06:47.137,Depósito em espécie,24.480000000000000
5988,859,2022-12-23 15:18:37.436,Pix - Recebido,1732.400000000000000
5989,687,2019-08-29 09:53:15.119,Compra Crédito,-62.180000000000000
5990,170,2021-12-06 14:20:25.791,Pix - Realizado,-442.200000000000000
5991,285,2018-10-15 06:17:13.667,Compra Crédito,-15.910000000000000
5992,670,2018-11-28 21:24:32.208,Compra Crédito,-86.550000000000000
5993,310,2019-10-13 23:59:20.207,Compra Débito,-14.190000000000000
5994,484,2014-08-10 13:15:47.908,Compra Débito,-60.390000000000000
5995,736,2016-11-09 09:57:29.003,Compra Crédito,-38.300000000000000
5996,486,2021-12-10 14:16:35.008,Compra Débito,-110.300000000000000
5997,735,2019-05-11 04:37:29.292,Depósito em espécie,39.290000000000000
5998,331,2019-07-15 19:05:08.337,Saque,-148.014323507001700
5999,225,2017-11-06 09:31:08.724,Compra Débito,-8.440000000000000
6000,555,2021-01-10 07:29:11.155,Compra Crédito,-76.020000000000000
6001,166,2021-02-05 01:55:42.036,Pix - Realizado,-228.100000000000000
6002,336,2017-09-26 06:50:00.581,Depósito em espécie,110.140000000000000
6003,171,2020-05-24 16:38:20.226,Compra Débito,-21.280000000000000
6004,501,2014-08-01 04:42:25.417,Compra Débito,-11.490000000000000
6005,347,2020-11-13 19:43:15.048,Compra Débito,-65.000000000000000
6006,438,2020-06-26 07:00:14.714,Compra Crédito,-16.670000000000000
6007,212,2022-07-01 05:08:20.267,Pix - Recebido,426.700000000000050
6008,434,2021-06-28 00:06:19.145,Compra Crédito,-74.740000000000000
6009,417,2018-05-01 08:48:17.581,Depósito em espécie,46.310000000000000
6010,460,2018-04-16 07:26:58.399,Compra Crédito,-34.000000000000000
6011,851,2020-03-22 01:49:09.630,Compra Crédito,-238.940000000000000
6012,210,2015-10-17 00:21:44.458,Depósito em espécie,60.740000000000000
6013,234,2020-06-27 02:31:23.861,Compra Débito,-210.950000000000000
6014,316,2021-10-31 22:25:04.515,Compra Crédito,-19.930000000000000
6015,521,2019-10-20 23:04:19.828,Compra Crédito,-21.140000000000000
6016,978,2021-01-30 09:14:24.815,Compra Débito,-23.120000000000000
6017,349,2021-07-25 12:12:32.813,Estorno de Debito,52.930000000000000
6018,590,2021-12-22 06:58:03.563,Compra Débito,-74.730000000000000
6019,609,2021-07-06 19:19:32.859,Compra Débito,-91.430000000000000
6020,180,2016-12-15 00:37:31.934,Saque,-210.615221070932000
6021,908,2015-05-18 20:21:57.438,Compra Crédito,-10.950000000000000
6022,74,2021-12-15 23:42:05.421,Pix - Realizado,-328.600000000000000
6023,303,2014-09-25 20:24:45.506,Compra Crédito,-2.390000000000000
6024,102,2021-05-18 04:02:56.229,Compra Crédito,-73.300000000000000
6025,252,2022-12-26 15:40:10.217,Compra Débito,-35.230000000000000
6026,936,2022-04-16 07:03:06.728,Pix - Realizado,-82.100000000000010
6027,633,2019-09-30 08:08:00.479,Compra Crédito,-40.920000000000000
6028,292,2015-04-13 20:17:34.440,Compra Débito,-104.510000000000000
6029,357,2019-02-15 16:25:49.203,Compra Débito,-38.410000000000000
6030,17,2020-11-03 16:06:05.870,Compra Crédito,-26.930000000000000
6031,731,2022-12-18 13:03:50.380,Compra Crédito,-29.740000000000000
6032,716,2022-11-04 14:32:49.764,Compra Crédito,-42.800000000000000
6033,386,2013-10-17 07:55:56.845,Compra Crédito,-52.910000000000000
6034,377,2022-07-10 15:13:29.703,Compra Débito,-31.380000000000000
6035,461,2017-08-26 17:33:18.254,Compra Débito,-125.570000000000000
6036,716,2022-11-04 17:36:41.270,Compra Crédito,-6.890000000000000
6037,395,2021-11-20 23:57:18.178,Pix - Realizado,-65.700000000000000
6038,716,2022-11-22 06:31:39.585,Compra Débito,-57.440000000000000
6039,573,2022-09-28 04:56:18.579,Pix - Recebido,859.800000000000100
6040,430,2013-06-15 22:24:29.668,Compra Débito,-250.870000000000000
6041,493,2020-11-08 13:30:06.489,Depósito em espécie,64.000000000000000
6042,466,2018-03-13 17:47:46.706,Compra Crédito,-47.400000000000000
6043,611,2022-12-28 23:28:02.797,Pix - Realizado,-249.300000000000000
6044,22,2014-11-23 18:42:13.825,Compra Débito,-109.780000000000000
6045,499,2018-08-01 20:31:25.772,Depósito em espécie,25.960000000000000
6046,332,2018-04-14 10:04:49.473,Depósito em espécie,60.450000000000000
6047,311,2021-11-20 01:51:30.620,Pix - Realizado,-419.400000000000000
6048,142,2018-12-14 13:00:23.907,Compra Crédito,-9.340000000000000
6049,833,2022-12-12 11:25:12.996,Pix - Realizado,-373.600000000000000
6050,239,2022-07-17 01:17:09.805,Compra Crédito,-6.140000000000000
6051,251,2017-09-16 09:33:16.971,Compra Débito,-193.090000000000000
6052,506,2022-04-29 17:38:14.467,Depósito em espécie,83.640000000000000
6053,985,2021-07-23 14:29:13.564,Depósito em espécie,42.370000000000000
6054,143,2021-05-18 09:37:30.591,Compra Crédito,-79.330000000000000
6055,389,2021-08-25 10:29:56.956,Compra Crédito,-40.290000000000000
6056,159,2020-03-20 05:08:14.530,Compra Débito,-20.850000000000000
6057,489,2020-05-20 10:53:12.798,Compra Crédito,-11.620000000000000
6058,759,2022-10-05 13:37:23.093,Compra Crédito,-88.300000000000000
6059,993,2019-10-01 00:03:57.365,Compra Crédito,-8.960000000000000
6060,477,2016-03-11 14:26:22.344,Compra Crédito,-21.310000000000000
6061,91,2020-01-15 19:31:41.644,Compra Débito,-7.250000000000000
6062,114,2020-07-31 10:53:19.210,Compra Crédito,-119.050000000000000
6063,988,2021-12-06 17:40:08.726,Compra Crédito,-50.850000000000000
6064,720,2015-03-28 15:55:59.398,Compra Crédito,-51.190000000000000
6065,402,2014-01-31 21:54:50.713,Depósito em espécie,142.360000000000000
6066,150,2020-02-13 01:58:49.650,Compra Débito,-108.910000000000000
6067,616,2018-04-14 03:39:29.813,Compra Crédito,-46.170000000000000
6068,403,2013-04-14 22:42:51.832,Compra Crédito,-9.640000000000000
6069,925,2020-09-15 00:31:44.563,Compra Crédito,-23.390000000000000
6070,521,2019-10-21 22:41:07.504,Compra Crédito,-11.040000000000000
6071,902,2019-03-06 10:14:11.690,Compra Crédito,-39.770000000000000
6072,242,2019-06-23 06:58:04.286,Compra Débito,-74.190000000000000
6073,976,2015-07-19 11:41:42.651,Compra Crédito,-26.210000000000000
6074,651,2016-02-20 19:08:13.486,Compra Crédito,-27.220000000000000
6075,711,2018-08-03 09:16:53.504,Compra Crédito,-55.730000000000000
6076,756,2020-06-16 19:57:10.448,Compra Crédito,-29.470000000000000
6077,436,2017-06-07 17:27:38.941,Compra Débito,-6.010000000000000
6078,195,2015-07-03 11:10:28.463,Compra Crédito,-13.540000000000000
6079,114,2020-08-03 18:50:05.709,Depósito em espécie,14.280000000000000
6080,614,2021-04-16 01:32:12.258,Compra Débito,-12.620000000000000
6081,273,2022-09-21 11:40:00.761,Compra Crédito,-16.470000000000000
6082,589,2020-03-10 22:12:20.398,DOC - Recebido,30025.000000000000000
6083,277,2022-12-15 12:51:05.834,Depósito em espécie,50.320000000000000
6084,861,2017-02-18 18:03:56.661,Compra Débito,-22.530000000000000
6085,819,2022-06-05 13:27:30.983,Compra Crédito,-16.970000000000000
6086,871,2014-10-03 16:34:46.087,Compra Débito,-20.570000000000000
6087,951,2019-06-27 07:04:14.397,Depósito em espécie,69.340000000000000
6088,462,2020-10-23 15:23:44.373,Compra Crédito,-43.680000000000000
6089,595,2021-09-27 07:49:13.877,Pix - Recebido,510.099999999999970
6090,316,2021-11-02 04:42:55.991,Saque,-759.624762110095400
6091,663,2016-03-30 04:01:19.728,Transferência entre CC - Débito,-316.900000000000030
6092,911,2022-05-17 17:34:55.570,Pix - Recebido,127.800000000000000
6093,991,2017-08-23 21:56:00.727,Depósito em espécie,101.020000000000000
6094,900,2022-12-28 17:39:49.452,Pix - Realizado,-162.899999999999980
6095,615,2019-01-07 11:49:55.433,Compra Crédito,-174.490000000000000
6096,209,2016-12-16 03:49:03.384,Compra Crédito,-17.640000000000000
6097,358,2019-02-13 14:42:05.366,Compra Crédito,-8.190000000000000
6098,385,2020-09-02 22:45:24.654,Compra Débito,-12.370000000000000
