COD_PROPOSTA,COD_CLIENTE,COD_COLABORADOR,DATA_ENTRADA_PROPOSTA,TAXA_JUROS_MENSAL,VALOR_PROPOSTA,VALOR_FINANCIAMENTO,VALOR_ENTRADA,VALOR_PRESTACAO,QUANTIDADE_PARCELAS,CARENCIA,STATUS_PROPOSTA
960,413,100,2018-09-30 16:10:31.230,0.0112,42675.7749895042500,71198.90,28523.12501049574000,5011.233591875842000,9,6,Validação documentos
961,815,51,2013-05-09 20:41:25.234,0.0231,151900.3246059709300,204591.92,52691.59539402908000,3826.377668767669000,109,3,Validação documentos
962,730,70,2017-12-27 19:43:37.047,0.0085,118618.6205111480200,228792.85,110174.22948885198000,3304.921886312559000,43,0,Aprovada
963,233,11,2013-02-14 15:34:03.479,0.0248,140100.1686937006000,176355.06,36254.89130629939000,14708.836157240685000,11,6,Enviada
964,759,59,2013-01-13 13:05:56.469,0.0234,106462.9639428113600,178005.02,71542.05605718863000,2855.712572920111000,89,2,Em análise
965,174,61,2015-10-29 06:50:01.451,0.0173,117358.7084348130600,212933.88,95575.17156518695000,3618.961515209650300,48,0,Em análise
966,732,100,2019-11-29 08:44:34.431,0.0095,144102.5191705274600,220434.79,76332.27082947253000,4347.178861178395000,40,4,Aprovada
967,413,43,2011-08-22 01:09:06.635,0.0172,22726.1536624424400,33281.05,10554.89633755756200,1298.564046351940300,21,1,Aprovada
968,280,10,2010-09-18 22:02:00.467,0.0209,92184.0821737984500,175248.54,83064.45782620156000,2212.049781748466000,99,4,Enviada
969,905,14,2017-08-10 05:52:54.056,0.0154,1203.1386576436366,1669.74,466.60134235636343,24.307190530385427,94,3,Validação documentos
970,623,33,2016-10-11 05:43:45.459,0.0103,89695.4455602374100,118926.56,29231.11443976259000,2269.761061647178400,51,5,Enviada
971,801,5,2016-11-30 06:57:00.901,0.0219,36681.3472309039900,49614.76,12933.41276909601000,1087.072825280157000,62,6,Validação documentos
972,288,81,2014-06-29 01:21:39.451,0.0169,39246.2480432557350,54142.32,14896.07195674426500,8251.652205832095000,5,2,Validação documentos
973,267,48,2010-03-16 02:09:48.951,0.0155,134681.1056376662500,220341.87,85660.76436233376000,3192.017948081211000,69,2,Aprovada
974,145,12,2019-09-30 16:51:00.472,0.0110,142978.3530574757000,195576.96,52598.60694252430400,2655.618384281485000,82,4,Validação documentos
975,327,62,2010-12-09 17:05:49.164,0.0098,50813.5784436514700,91583.87,40770.29155634852000,2578.890357264628000,22,1,Enviada
976,821,4,2012-08-28 20:53:05.217,0.0248,73815.9317207185500,92682.50,18866.56827928144800,2473.581578393612300,55,4,Validação documentos
977,858,50,2018-12-05 22:24:00.483,0.0213,117834.2002518011900,170159.19,52324.98974819881600,2732.347691665665500,119,3,Validação documentos
978,43,25,2020-04-28 20:30:59.744,0.0185,42740.4234833936200,54663.52,11923.09651660637200,958.732686184367700,95,2,Validação documentos
979,21,41,2022-09-17 00:15:41.724,0.0104,124876.4418761718600,155954.73,31078.28812382815500,1901.852559559503800,111,0,Aprovada
980,175,18,2013-03-03 12:34:49.955,0.0235,104246.6668332666300,138224.75,33978.08316673337000,2709.195359169653300,101,6,Enviada
981,518,62,2016-04-02 16:50:22.045,0.0208,173896.5814126807400,217124.80,43228.21858731926500,4121.882352884079000,102,1,Aprovada
982,426,34,2016-03-20 02:30:10.324,0.0200,79636.2961195242500,125806.96,46170.66388047575000,41016.634892452006000,2,5,Enviada
983,424,30,2012-03-18 10:05:06.662,0.0081,41052.8770924547200,66114.82,25061.94290754528600,552.966410134825900,114,6,Aprovada
984,378,11,2018-01-27 13:39:32.597,0.0187,49554.6973226902500,64020.11,14465.41267730975400,2025.913560779631600,33,5,Validação documentos
985,93,44,2016-06-02 01:18:51.894,0.0215,159984.9915245791800,241588.58,81603.58847542080000,4528.587003972472000,67,4,Enviada
986,166,57,2022-08-08 20:10:07.366,0.0240,147996.5042389697000,233498.34,85501.83576103029000,4385.672625897871500,70,1,Enviada
987,470,5,2020-10-13 17:34:11.126,0.0100,137740.8314184001000,164114.61,26373.77858159988300,3027.268490188929700,61,6,Enviada
988,462,52,2017-10-19 03:30:17.481,0.0093,30067.3974897170500,38946.29,8878.89251028295000,543.763482722609000,78,4,Validação documentos
989,913,89,2021-09-15 14:51:31.145,0.0203,35675.6499317681500,60914.00,25238.35006823184800,2953.104480980244700,14,4,Validação documentos
990,95,75,2020-05-20 16:14:22.228,0.0199,29130.4586261022340,37771.21,8640.75137389776300,1141.036382129904700,36,1,Validação documentos
991,895,17,2022-04-23 06:24:29.308,0.0160,113852.4699527568400,213753.36,99900.89004724314000,5750.214734392764000,24,3,Enviada
992,958,7,2018-11-12 09:57:04.241,0.0237,49214.2020537510700,60047.75,10833.54794624893000,1813.341336232864500,44,5,Aprovada
993,817,60,2018-06-30 14:02:33.488,0.0119,24367.2959505790200,41781.42,17414.12404942097800,442.594749559899400,90,5,Aprovada
994,536,19,2020-05-28 19:18:49.790,0.0097,82397.5668137660300,146932.38,64534.81318623397000,1627.103920382036200,70,4,Aprovada
995,268,96,2012-07-05 20:26:42.241,0.0150,169405.3524013388000,243574.63,74169.27759866118000,4061.299566869892300,66,1,Aprovada
996,375,66,2013-04-22 09:37:49.270,0.0140,56359.6857653154400,97794.90,41435.21423468456000,1365.881507702666300,62,6,Aprovada
997,529,27,2022-07-16 04:34:26.519,0.0168,110006.1676539437000,132786.56,22780.39234605630000,11036.592538652227000,11,2,Em análise
998,448,97,2021-11-25 19:27:07.095,0.0151,127146.9055097155000,159521.19,32374.28449028450000,3502.793373206196500,53,4,Enviada
999,414,77,2016-09-19 02:37:35.482,0.0186,17566.2933447702670,25073.16,7506.86665522973200,428.517730927899660,78,0,Em análise
1000,742,20,2016-05-02 14:37:15.947,0.0231,98453.2303647530400,186785.49,88332.25963524696000,2981.573812256682700,63,3,Enviada
1001,55,33,2021-05-02 10:37:23.547,0.0113,91151.3866834346600,115622.37,24470.98331656534400,1778.820592472059600,77,4,Em análise
1002,388,71,2011-04-16 07:36:38.936,0.0155,93719.3648221938300,173120.58,79401.21517780615000,2298.364206026961300,65,6,Aprovada
1003,367,86,2022-08-12 03:25:47.973,0.0241,73137.7318924851100,110255.03,37117.29810751488000,1894.163786233174300,112,4,Em análise
1004,744,65,2020-05-09 16:17:23.697,0.0180,70902.2507699874700,108119.77,37217.51923001254000,1719.380402584077300,76,1,Em análise
1005,751,52,2020-09-03 12:09:35.793,0.0181,143160.6268014809000,233967.54,90806.91319851912000,3264.606067742373400,88,3,Enviada
1006,947,22,2019-01-16 20:10:19.079,0.0167,59806.9177618110260,87787.71,27980.79223818898000,20605.165394410553000,3,3,Enviada
1007,156,28,2017-08-11 20:35:40.902,0.0174,44723.2894247101300,83447.38,38724.09057528987600,2089.975441690201500,27,4,Aprovada
1008,636,41,2021-05-31 19:45:58.429,0.0096,96986.7391619222500,152937.69,55950.95083807775000,1446.540735444613100,108,2,Em análise
1009,625,62,2022-12-07 09:19:33.137,0.0196,139551.9101350534200,178960.83,39408.91986494657600,3434.429292277093700,82,1,Enviada
1010,492,71,2020-05-26 04:39:36.730,0.0117,104307.7157618213100,174456.45,70148.73423817870000,3649.111561316920000,35,3,Aprovada
1011,998,55,2011-07-04 01:39:31.673,0.0131,137537.6162524643000,246968.60,109430.98374753570000,2825.565557729491000,78,6,Em análise
1012,488,74,2020-12-11 22:37:18.105,0.0121,61430.8925700603800,113445.12,52014.22742993961600,8102.841616824087000,8,0,Em análise
1013,230,73,2022-10-15 21:24:46.284,0.0188,70739.2521267046400,99042.43,28303.17787329536000,1838.417303758381900,69,2,Enviada
1014,868,98,2013-03-22 18:21:59.290,0.0081,135348.9040436966000,183781.18,48432.27595630342000,23201.973467983710000,6,4,Em análise
1015,451,33,2014-05-01 23:45:26.704,0.0188,71036.0158740466600,94698.39,23662.37412595334000,1672.556560386656400,86,3,Em análise
1016,784,39,2013-11-29 08:23:48.953,0.0212,45562.6034204161040,54210.18,8647.57657958389800,2174.399906870208700,28,2,Aprovada
1017,791,84,2010-12-07 06:45:20.709,0.0229,171729.5835069556800,203360.76,31631.17649304432800,4700.900230690566000,80,6,Em análise
1018,939,10,2014-01-27 16:38:16.426,0.0207,127610.6746064683800,159648.13,32037.45539353162000,8564.377024839008000,18,4,Em análise
1019,201,94,2013-10-18 19:34:08.204,0.0145,77811.8563831218300,138980.24,61168.38361687815600,1776.955616741443000,70,5,Aprovada
1020,457,30,2014-05-14 17:33:43.913,0.0248,26694.9767976521650,34727.55,8032.57320234783800,706.377570792942300,113,3,Aprovada
1021,542,70,2019-10-21 21:43:01.091,0.0177,49351.3566364424550,97328.79,47977.43336355754000,2834.321457598153000,21,4,Em análise
1022,205,61,2013-04-04 18:50:35.113,0.0174,115126.9590936287700,142138.61,27011.65090637121000,2590.922075679711300,86,0,Em análise
1023,494,80,2019-08-22 07:32:10.307,0.0197,29720.3882125529240,54419.66,24699.27178744708000,745.024172779270900,79,4,Enviada
1024,30,20,2010-11-16 12:27:16.451,0.0197,49903.6175696787400,72845.95,22942.33243032125800,1203.584833560904800,87,1,Enviada
1025,427,53,2014-07-27 03:16:26.672,0.0129,114915.3153344065800,205578.40,90663.08466559341000,3226.209471709664700,48,0,Aprovada
1026,805,24,2021-08-06 23:21:10.255,0.0080,73175.0398458370200,113399.10,40224.06015416299500,1520.701683555621200,61,5,Validação documentos
1027,523,22,2013-07-29 18:55:00.234,0.0248,64824.0959431158100,77098.58,12274.48405688419200,1863.878949494408000,81,3,Enviada
1028,325,33,2011-09-26 05:12:42.109,0.0146,119532.1787751613400,229290.39,109758.21122483867000,4702.381324555217000,32,5,Enviada
1029,419,15,2018-09-01 15:15:09.324,0.0234,7251.3351931732020,13540.34,6289.00480682679800,185.275271388791940,107,1,Em análise
1030,689,70,2018-11-16 15:09:07.327,0.0221,53502.6830870139300,103568.24,50065.55691298607400,2992.351178859073000,23,1,Aprovada
1031,109,77,2014-08-21 06:44:20.456,0.0177,4933.0634103858730,8882.35,3949.28658961412750,208.131071108467100,31,6,Aprovada
1032,932,44,2014-10-11 20:21:29.484,0.0162,113071.5068342209000,184889.76,71818.25316577911000,2801.869010680999000,66,1,Aprovada
1033,465,70,2019-06-21 11:55:23.862,0.0189,119721.0098466783500,168418.56,48697.55015332164000,3449.039689107642500,57,6,Enviada
1034,573,84,2010-09-27 20:47:46.636,0.0082,6443.7046138484375,11966.87,5523.16538615156300,88.160178238445000,112,4,Em análise
1035,890,84,2021-02-27 16:35:19.214,0.0107,91037.4159627627000,120835.18,29797.76403723729500,5320.485910051174000,19,5,Enviada
1036,530,35,2016-03-29 04:25:29.590,0.0144,147853.0403901888000,223190.93,75337.88960981119000,5946.633857794782000,31,6,Validação documentos
1037,472,72,2020-06-03 05:53:24.813,0.0112,96806.6716979638000,186783.28,89976.60830203620000,2539.131222146129400,50,4,Enviada
1038,823,79,2013-08-12 05:05:40.132,0.0247,53869.0147869820940,68491.63,14622.61521301790900,2913.766948524283600,25,5,Validação documentos
1039,84,96,2017-11-06 21:05:50.682,0.0182,111776.2025949875800,211078.43,99302.22740501241000,3466.916733920457000,49,6,Validação documentos
1040,461,5,2010-01-18 22:54:36.116,0.0165,56875.7597296314800,84106.86,27231.10027036852000,1110.323051227802400,114,4,Em análise
1041,761,16,2012-11-14 05:57:38.424,0.0106,147816.6716123471900,185544.46,37727.78838765280000,3513.631920017984000,56,2,Enviada
1042,336,6,2011-08-26 18:43:23.742,0.0137,133009.3671346929000,212410.54,79401.17286530710000,2396.444630833277000,105,5,Validação documentos
1043,900,81,2013-04-29 17:46:28.261,0.0195,93686.9437151652400,185008.64,91321.69628483478000,2182.096522391997500,94,5,Em análise
1044,307,61,2020-05-07 15:10:18.030,0.0124,81479.8151202635800,111173.25,29693.43487973643000,6375.690762689242000,14,1,Enviada
1045,434,100,2016-08-28 18:24:29.008,0.0185,71795.4193324724300,84828.32,13032.90066752757600,1545.621834106176000,107,0,Em análise
1046,250,15,2017-10-19 02:05:14.239,0.0180,89399.8327363521100,122245.25,32845.41726364789000,1851.447505246751700,114,3,Aprovada
1047,416,5,2017-12-01 14:00:11.694,0.0102,127168.3505378603600,162131.28,34962.92946213963000,2456.221769643112000,74,0,Validação documentos
1048,821,13,2010-09-07 04:43:27.843,0.0157,106607.1518710647700,151871.73,45264.57812893524500,4604.554903874724000,29,4,Em análise
1049,361,24,2019-05-29 22:50:01.250,0.0169,128659.2512570694000,194548.45,65889.19874293062000,3497.536541502851400,58,1,Em análise
1050,751,93,2010-12-27 17:41:21.887,0.0163,52316.0659528597000,64145.93,11829.86404714030000,1123.564213363074000,88,0,Enviada
1051,458,33,2010-05-09 13:44:44.483,0.0089,86416.5120555426300,104508.23,18091.71794445736700,2816.088139598921000,36,5,Validação documentos
1052,165,99,2013-06-01 04:33:12.208,0.0226,63540.7066456153900,108104.37,44563.66335438460400,1564.014842190029600,112,1,Enviada
1053,455,93,2011-10-31 20:20:31.789,0.0213,135367.0617431250300,207464.79,72097.72825687497000,4201.481745920909000,55,6,Em análise
1054,84,51,2010-07-05 19:53:05.052,0.0153,98479.6673999353100,172329.51,73849.84260006470000,4013.259413969276000,31,1,Validação documentos
1055,104,13,2015-05-25 07:07:20.871,0.0206,99193.8058023195000,139210.76,40016.95419768050500,4965.861676674374000,26,0,Em análise
1056,146,6,2011-01-03 02:43:10.464,0.0172,25284.7759781691930,36074.27,10789.49402183080200,739.589892606679300,52,3,Em análise
1057,755,92,2011-11-02 22:41:29.404,0.0121,990.5386765802328,1734.87,744.33132341976700,20.870967973534643,71,4,Enviada
1058,658,87,2014-12-03 03:45:12.437,0.0180,112355.6760489423600,207689.78,95334.10395105764000,5620.673490390453500,25,3,Aprovada
1059,580,96,2018-07-22 05:45:09.022,0.0099,30020.6400100551040,43682.96,13662.31998994489400,741.407431202133100,52,1,Validação documentos
1060,428,43,2013-08-21 23:51:21.727,0.0173,130691.8120098422000,206375.40,75683.58799015780000,3283.928329425130400,68,3,Em análise
1061,233,78,2018-02-07 03:14:38.970,0.0107,155389.8980741560200,248546.02,93156.12192584395000,2834.336735898190500,83,4,Enviada
1062,374,29,2016-03-11 08:28:08.653,0.0096,52544.2900941555340,94407.19,41862.89990584447000,17852.117779596790000,3,1,Aprovada
1063,295,33,2018-04-23 03:20:32.974,0.0111,167379.7123204862000,240387.76,73008.04767951380000,3835.877594403996000,60,4,Validação documentos
1064,451,63,2014-07-11 20:36:19.786,0.0208,109622.6087806496400,164948.03,55325.42121935035500,4529.611026592252500,34,6,Aprovada
1065,233,87,2010-01-20 12:24:12.064,0.0165,23801.6776750489550,43260.39,19458.71232495104400,2601.467983657484600,10,4,Enviada
1066,619,64,2022-08-12 02:27:45.231,0.0107,65084.6183568390000,87133.86,22049.24164316100700,4719.610611439662000,15,4,Em análise
1067,46,73,2021-07-25 10:28:37.424,0.0104,52052.7373742679560,65673.00,13620.26262573204600,1021.179741645127100,73,3,Enviada
1068,561,83,2022-01-12 21:38:51.261,0.0121,80213.5596955074600,114194.12,33980.56030449254500,1737.449945675074800,68,0,Enviada
1069,353,25,2015-05-13 22:20:49.858,0.0172,2814.5516590587113,3976.75,1162.19834094128850,135.168368848394800,26,1,Validação documentos
1070,534,28,2016-09-03 22:50:22.653,0.0131,128889.3919091361500,237384.76,108495.36809086386000,3809.093371136230400,45,5,Enviada
1071,865,98,2017-05-08 20:08:04.275,0.0236,142570.5692015395000,233222.15,90651.58079846050000,4034.113270069457500,77,0,Aprovada
1072,270,47,2015-08-21 18:52:31.178,0.0134,31012.7439156304100,51749.46,20736.71608436959000,747.404885200212000,61,1,Enviada
1073,311,48,2012-11-24 14:39:30.150,0.0239,826.8655890822690,1296.56,469.69441091773100,24.176219323504167,72,4,Validação documentos
1074,956,51,2014-03-19 16:54:33.020,0.0123,83581.6465474929900,115720.36,32138.71345250701400,1428.725481654527100,104,3,Validação documentos
1075,65,80,2013-11-23 01:05:37.140,0.0085,130453.5999523440800,190485.47,60031.87004765592000,1773.101546071687000,116,6,Em análise
1076,909,39,2017-05-21 10:25:49.770,0.0120,132442.7195308319000,155932.97,23490.25046916810200,3826.206053116812000,45,1,Validação documentos
1077,905,100,2022-07-16 09:49:04.664,0.0145,70186.3400944724300,98189.41,28003.06990552757000,5240.081487843019000,15,5,Enviada
1078,189,27,2018-04-10 06:57:38.206,0.0191,151141.0175165617800,212593.23,61452.21248343823000,3345.698234515804000,105,5,Enviada
1079,138,17,2017-08-17 19:05:50.134,0.0128,94184.4775382096000,167157.21,72972.73246179040000,1568.964203191154000,115,1,Aprovada
1080,98,62,2015-11-14 01:22:14.681,0.0113,46288.1723832806200,92240.22,45952.04761671938500,3593.325931207061000,14,3,Enviada
1081,359,70,2020-03-02 17:24:59.008,0.0180,50080.1861315871800,82837.28,32757.09386841282000,1508.919877896971500,51,5,Validação documentos
1082,161,98,2017-10-28 16:01:57.709,0.0241,11900.4824720720680,16592.79,4692.30752792793400,321.953921265041060,93,6,Enviada
1083,489,37,2012-03-08 05:33:52.148,0.0107,11819.4135882537340,14572.16,2752.74641174626640,194.163912966440650,99,5,Aprovada
1084,818,63,2013-05-07 11:34:59.723,0.0181,51105.2056164835200,81058.40,29953.19438351647000,1200.855401087477300,82,6,Em análise
1085,745,92,2014-04-11 23:39:28.674,0.0228,87207.0444363070100,127693.19,40486.14556369300000,3119.382059323358000,45,1,Validação documentos
1086,233,88,2020-09-15 14:53:51.441,0.0101,102451.9679163117300,130555.51,28103.54208368827000,1477.003967140667000,120,6,Enviada
1087,985,99,2010-01-27 01:55:16.444,0.0156,50409.6960944562300,97054.25,46644.55390554377000,5483.523477805821000,10,3,Em análise
1088,4,1,2021-01-21 01:31:16.583,0.0186,140096.0289184016300,234977.53,94881.50108159837000,11458.494277990790000,14,4,Aprovada
1089,624,16,2015-01-16 15:52:13.418,0.0218,41087.4585566435700,70122.90,29035.44144335642700,1089.834891535855100,80,1,Em análise
1090,19,2,2016-10-08 23:45:50.327,0.0121,14973.4911153885220,18442.40,3468.90888461147900,330.691620919269500,66,0,Enviada
1091,122,100,2012-02-28 12:35:48.684,0.0105,113601.3321997570900,186162.06,72560.72780024291000,19635.419698607290000,6,4,Validação documentos
1092,932,37,2018-07-14 00:47:38.474,0.0249,64258.8329042961600,112635.24,48376.40709570384000,3066.043333947309700,30,3,Em análise
1093,878,20,2013-12-20 11:56:42.854,0.0092,76559.5195567343900,96041.36,19481.84044326561000,2048.809034878325700,46,5,Em análise
1094,725,39,2022-09-30 22:15:13.200,0.0159,134205.0994967918400,176554.97,42349.87050320815600,8632.311989830696000,18,2,Validação documentos
1095,25,19,2011-06-25 14:32:01.608,0.0144,67739.2666983706900,111155.05,43415.78330162931500,6702.849437812733000,11,2,Enviada
1096,624,78,2011-07-19 11:36:56.101,0.0190,142600.2423197081700,241009.61,98409.36768029183000,4390.739878310300000,51,5,Aprovada
1097,360,58,2016-11-25 22:06:58.992,0.0156,80483.0789245550400,117201.93,36718.85107544495000,2823.414020848363600,38,0,Validação documentos
1098,284,44,2014-03-28 14:41:54.803,0.0124,138138.7259576490000,164934.76,26796.03404235100000,2621.189652402139000,86,5,Aprovada
1099,227,33,2014-11-22 10:17:10.079,0.0119,151686.9511776688700,239734.52,88047.56882233110000,2738.212980551489000,91,3,Validação documentos
1100,594,42,2019-07-08 09:51:33.603,0.0192,143274.3527465113400,184972.41,41698.05725348867000,3357.062124856545000,90,1,Em análise
1101,662,1,2012-10-15 19:57:08.534,0.0130,54639.1485850423000,107221.08,52581.93141495770400,961.157980542753200,104,2,Validação documentos
1102,54,16,2010-01-28 03:34:25.146,0.0142,116626.2812691653000,195606.60,78980.31873083471000,2709.545317311600700,67,3,Validação documentos
1103,410,29,2017-07-21 16:39:40.004,0.0236,97439.8138550577000,140066.86,42627.04614494228000,2566.721403501254400,97,6,Aprovada
1104,587,46,2013-05-22 22:56:36.312,0.0233,76183.4079031386400,112118.21,35934.80209686137000,1962.345043256880200,102,5,Validação documentos
1105,411,32,2016-11-09 14:23:24.282,0.0180,36896.8456215174960,55481.90,18585.05437848250600,1001.437988623677400,61,1,Enviada
1106,590,13,2021-06-15 16:55:08.898,0.0197,53894.7981894856060,76649.80,22755.00181051439400,1215.418916781627000,106,5,Aprovada
1107,539,15,2016-01-25 01:03:34.238,0.0092,81582.7806738195500,160907.93,79325.14932618044000,1421.296322662107300,82,5,Aprovada
1108,266,8,2015-09-12 10:59:50.554,0.0220,12289.9173237586840,17089.45,4799.53267624131600,798.405885497304700,19,5,Aprovada
1109,358,42,2012-06-30 08:18:40.571,0.0116,138682.4504522572400,196601.76,57919.30954774278500,2733.372040480438000,77,5,Validação documentos
1110,479,95,2015-02-03 23:12:26.381,0.0131,23633.6797620879080,37132.44,13498.76023791209600,462.637280976148760,85,4,Em análise
1111,895,61,2021-03-30 17:44:45.516,0.0184,82510.0612243781500,144485.06,61974.99877562185000,4283.730082976139000,24,4,Validação documentos
1112,335,32,2022-06-29 04:31:27.799,0.0206,33138.9983571299800,39033.78,5894.78164287001700,787.232130376401200,99,5,Aprovada
1113,723,19,2021-10-26 18:27:24.667,0.0134,113991.0524706388000,216028.08,102037.02752936119000,2437.858347033626000,74,0,Enviada
1114,512,72,2017-01-27 21:33:41.054,0.0161,105613.7048644590400,198241.04,92627.33513554097000,3175.723883929962000,48,6,Em análise
1115,399,61,2020-07-25 10:34:05.465,0.0170,98065.6725988418200,180000.86,81935.18740115817000,50286.686388985676000,2,5,Em análise
1116,72,7,2022-01-24 21:28:35.992,0.0090,64603.1169942021100,120820.15,56217.03300579788600,948.255397915645000,106,5,Em análise
1117,983,12,2020-05-10 10:25:00.804,0.0098,100674.6980668178000,192898.52,92223.82193318219000,2683.353489111111000,47,3,Em análise
1118,821,15,2013-02-11 12:57:25.994,0.0206,109358.6881355825500,207440.07,98081.38186441746000,2614.535952617122000,97,3,Aprovada
1119,211,74,2015-06-04 06:59:40.851,0.0101,47362.0315661109340,77876.07,30514.03843388907300,9761.343006495508000,5,5,Em análise
1120,547,93,2022-04-05 12:26:10.481,0.0104,139164.2702270057300,165594.11,26429.83977299424400,2099.485932019471400,113,3,Validação documentos
1121,714,71,2013-08-18 01:50:10.432,0.0207,78235.6603991877600,119478.95,41243.28960081223000,27165.578608070990000,3,3,Em análise
1122,773,46,2011-03-22 21:37:38.515,0.0149,98795.2020486126700,180453.74,81658.53795138732000,13191.711851950982000,8,6,Enviada
1123,704,28,2012-11-23 08:50:21.011,0.0171,98481.0108833499100,180251.95,81770.93911665010000,20718.037282047226000,5,4,Enviada
1124,762,81,2010-07-18 00:31:45.757,0.0201,115346.5614791218400,207560.51,92213.94852087817000,4922.132550407879500,32,4,Enviada
1125,165,39,2014-07-27 09:40:47.481,0.0189,37530.3039513314900,59285.36,21755.05604866851000,2270.937881906904300,20,1,Validação documentos
1126,510,99,2011-11-22 22:27:32.250,0.0135,57917.7666660280960,82029.14,24111.37333397190400,1357.249718340726300,64,5,Em análise
1127,653,61,2015-04-04 02:43:49.389,0.0082,7751.9275273521400,12507.37,4755.44247264786100,145.989948111686800,70,4,Enviada
1128,681,36,2014-02-20 23:22:24.887,0.0131,98241.5566664518700,151103.03,52861.47333354813000,1961.721558706307900,82,6,Enviada
1129,117,63,2010-05-03 11:26:25.561,0.0131,81338.9218792101900,121977.39,40638.46812078980000,1848.584443377070800,66,2,Validação documentos
1130,676,52,2017-04-29 15:23:54.352,0.0151,92550.2824997833800,113483.82,20933.53750021662600,1877.564987620292600,91,5,Em análise
1131,895,53,2017-08-03 22:43:26.483,0.0238,91031.6441156296000,119656.68,28625.03588437038700,3792.989863252648300,36,5,Em análise
1132,975,87,2022-09-23 14:11:23.534,0.0137,140290.6557938133800,220975.93,80685.27420618662000,2609.817039976654000,98,1,Aprovada
1133,610,10,2010-09-30 01:33:22.279,0.0156,120727.0977096588500,174547.52,53820.42229034115000,3023.565756388782600,63,0,Em análise
1134,3,25,2013-02-03 21:28:44.142,0.0094,6426.2705009151330,12586.76,6160.48949908486700,461.338164224931230,15,6,Em análise
1135,796,68,2021-02-09 21:04:24.282,0.0154,36398.3198470701600,62217.32,25819.00015292983500,943.484331269776900,59,2,Enviada
1136,687,54,2020-01-07 12:19:05.593,0.0083,119247.4134350396300,169468.61,50221.19656496036000,2064.072994883587000,79,1,Em análise
1137,568,17,2011-07-25 18:52:47.791,0.0097,118395.8963701094000,162795.07,44399.17362989059600,2229.166818324855300,75,6,Enviada
1138,718,53,2022-10-31 18:16:41.860,0.0205,71957.7012802678100,118707.04,46749.33871973218600,2077.668449952289000,61,3,Aprovada
1139,879,32,2017-05-12 20:26:34.765,0.0217,166868.2609814036000,248782.92,81914.65901859640000,8014.832893468308000,28,0,Em análise
1140,340,86,2015-12-09 23:10:33.730,0.0141,60705.1527188019600,74356.28,13651.12728119803600,1490.330473173692300,61,4,Enviada
1141,338,92,2014-01-19 13:09:06.390,0.0194,113354.8245545564000,148839.42,35484.59544544362000,115553.908150914310000,1,3,Aprovada
1142,385,32,2017-01-07 17:26:48.120,0.0164,94437.5525171538300,116410.78,21973.22748284616700,2510.123139046465000,59,0,Validação documentos
1143,409,33,2012-01-25 11:28:26.661,0.0211,134234.8426869441000,189048.93,54814.08731305590500,28570.033549086800000,5,5,Validação documentos
1144,588,55,2018-04-30 05:03:12.854,0.0159,15023.6258920789240,29738.83,14715.20410792107800,510.484811405953400,40,5,Aprovada
1145,341,92,2017-02-20 01:39:09.956,0.0154,103419.7647286866700,204747.94,101328.17527131333000,3202.764237182965000,45,1,Validação documentos
1146,613,65,2013-10-08 18:22:09.298,0.0195,175512.7450160333000,243015.54,67502.79498396671000,4473.505879577590000,75,0,Aprovada
1147,98,15,2022-05-07 20:56:43.023,0.0206,53737.3419807522500,63752.47,10015.12801924775200,1307.277726330799900,92,3,Validação documentos
1148,22,63,2015-03-13 16:33:48.551,0.0146,70411.1074342357800,102951.76,32540.65256576422000,1497.727789862699600,80,1,Enviada
1149,935,70,2017-02-17 07:25:09.877,0.0084,139187.2186081027600,195117.96,55930.74139189724000,2162.541778403566700,93,5,Enviada
1150,574,28,2021-08-02 23:31:46.536,0.0192,120737.6901206454500,147188.55,26450.85987935453500,3108.648959685962400,72,3,Aprovada
1151,160,84,2015-07-08 12:10:47.533,0.0184,96917.2128698348200,115631.52,18714.30713016518300,2589.455732881334000,64,1,Validação documentos
1152,209,30,2020-04-11 06:16:09.129,0.0228,163367.5400239490000,212616.01,49248.46997605102000,4721.346258177496000,69,4,Validação documentos
1153,437,46,2016-04-07 02:14:26.170,0.0213,2986.0453299341234,4858.81,1872.76467006587720,84.670137226590600,66,5,Enviada
1154,453,83,2016-08-02 13:59:21.250,0.0129,40251.7771241808500,63607.58,23355.80287581915000,661.284339895053000,120,6,Em análise
1155,267,43,2020-06-07 23:17:30.543,0.0228,122854.9941046274600,194819.07,71964.07589537255000,11817.807699975516000,12,6,Validação documentos
1156,524,16,2013-10-26 05:48:09.453,0.0119,195525.7714133400000,240499.97,44974.19858666001000,3104.635382794698700,117,2,Aprovada
1157,526,11,2012-01-07 06:23:32.441,0.0188,62941.8210806805950,100655.23,37713.40891931940000,1391.468429814624600,102,4,Aprovada
1158,753,100,2022-06-12 03:42:46.638,0.0209,197614.6455595456600,235448.14,37833.49444045433500,4890.187321986286000,90,4,Enviada
1159,587,37,2011-07-21 21:26:29.183,0.0120,5643.1364615557720,9173.04,3529.90353844422800,507.743648182983070,12,2,Enviada
1160,243,68,2020-12-21 04:27:47.293,0.0109,80513.9006969767200,148388.85,67874.94930302328000,2599.157247506728700,38,6,Aprovada
1161,302,65,2015-01-25 06:26:45.472,0.0104,35485.4840417660800,70472.71,34987.22595823392500,635.561182605752500,84,6,Em análise
